ID;User Story;Scenario 1;Scenario 2;Scenario 3;Prompt
US15;"COMO usuário de gerencia do Sistema
QUERO uma lista de usuários
PARA que seja possível visualizar e gerenciar os usuários que ja foram cadastrados no sistema.";"Acesso usuários pelo gerente
Given o Sales Director
When acionado o menu ""usuários""
Then o sistema apresenta a tela com listagem com todos os usuários cadastrados no sistema.";"Acesso canais pelo Sales Director
Given que o Sales Director
When acionado o menu ""Canais""
And selecionado um canal
Then o sistema deve apresentar a listagem com os usuários cadastrados no sistema que são vinculados a esse canal.";"Acesso usuários pelo Admin Partner
Given que o Admin Partner
When acionado o menu ""usuários""
Then o sistema apresenta a tela com listagem com todos os usuários cadastrados no canal que ele pertence.";"Você é um analista de teste, responsável pela criação de testes unitários, com base na história de usuário 

""COMO usuário de gerencia do Sistema
QUERO uma lista de usuários
PARA que seja possível visualizar e gerenciar os usuários que ja foram cadastrados no sistema.""

e nos critérios de aceites

""
Critério 1
Given o Sales Director <perfil>
When acionado o menu ""usuários"" <menu>
Then o sistema apresenta a tela com listagem com todos os usuários cadastrados no sistema.

Critério 2
Given que o Sales Director <perfil>
When acionado o menu ""Canais"" <menu>
And selecionado um canal
Then o sistema deve apresentar a listagem com os usuários cadastrados no sistema que são vinculados a esse canal.

Critério 3
Given que o Admin Partner <perfil>
When acionado o menu ""usuários"" <menu>
Then o sistema apresenta a tela com listagem com todos os usuários cadastrados no canal que ele pertence.

Examples:
|perfil|menu|
|salesdirector|usuários|
|salesdirector|canais|
|admin|usuários|

""
baseados no gherking, crie os testes unitários, implemente os testes com os asserts e a com a lógica de teste pensando em test first, para a linguagem de programação python baseados no framework Pytest-bdd e explique como usar o código"
US16;"COMO usuário do Sistema
QUERO recuperar minha senha
PARA voltar a acessar o sistema";"Solicitar recuperação de senha
Given que o usuário acesse o sistema
When o usuário acessar a opção ""esqueci minha senha""
And preencha um usuário válido
Then o sistema envia uma notificação para o e-mail com o link de acesso.";"Recuperação de senha realizada com sucesso
Given que o usuário acesse o link de recuperação de senha
When o usuário informar a nova senha
And confirmar a operação
Then o sistema faz a validação das regras de nova senha e salva.";"Senhas diferentes
Given que o usuário acesse o link de recuperação de senha
When o usuário informar a nova senha
And o sistema faz a validação das regras de nova senha ""RN005"", se não forem iguais
Then apresenta a mensagem de erro impedindo que a operação obtenha sucesso.";"Você é um analista de teste, responsável pela criação de testes unitários, com base na história de usuário 

""COMO usuário do Sistema
QUERO recuperar minha senha
PARA voltar a acessar o sistema.""

e nos critérios de aceites

""
Critério 1
Given que o usuário acesse o sistema <usuario>
When o usuário acessar a opção ""esqueci minha senha"" <senha>
And preencha um usuário válido <usuario>
Then o sistema envia uma notificação para o e-mail com o link de acesso.

Critério 2
Given que o usuário acesse o link de recuperação de senha <usuario>
When o usuário informar a nova senha <senha>
And confirmar a operação
Then o sistema faz a validação das regras de nova senha e salva.

Critério 3
Given que o usuário acesse o link de recuperação de senha <usuario>
When o usuário informar a nova senha <senha>
And o sistema faz a validação das regras de nova senha """"RN005"""", se não forem iguais
Then apresenta a mensagem de erro impedindo que a operação obtenha sucesso.


Examples:
|usuário|senha|
|igor|12345678|
|antonio|ab1021!|
|cesar|85204tj|

""
baseados no gherking, crie os testes unitários, implemente os testes com os asserts e a com a lógica de teste pensando em test first, para a linguagem de programação python baseados no framework Pytest-bdd e explique como usar o código"""
US17;"COMO usuário de Sales Director
QUERO cadastrar novos canais dentro do sistema
PARA acompanhar e gerenciar.";"Menu Canal
Given o Sales Director
When acionado a opção ""Canais"" no menu
Then o sistema apresenta a tela com listagem de canais cadastradas. ";"Cadastro
Given o Sales Director
When acionado a opção ""Canais"" no menu
And selecione a opção ""Cadastrar novo canal""
Then realize o cadastro de novos canais.";;"Você é um analista de teste, responsável pela criação de testes unitários, com base na história de usuário 

""COMO usuário de Sales Director
QUERO cadastrar novos canais dentro do sistema
PARA acompanhar e gerenciar.""

e nos critérios de aceites

""
Critério 1
Given o Sales Director <usuario>
When acionado a opção ""Canais"" no menu <opção>
Then o sistema apresenta a tela com listagem de canais cadastradas. 

Critério 2
Given o Sales Director <usuario>
When acionado a opção ""Canais"" no menu <opção>
And selecione a opção ""Cadastrar novo canal"" <opção>
Then realize o cadastro de novos canais.

Examples:
|usuário|opção|
|igor|canal|
|antonio|novocanal!|

""
baseados no gherking, crie os testes unitários, implemente os testes com os asserts e a com a lógica de teste pensando em test first, para a linguagem de programação python baseados no framework Pytest-bdd e explique como usar o código"""""""
US18;"COMO usuário com permissionamento a lista de usuários
QUERO poder utilizar filtros na lista
PARA realizar busca de forma mais objetiva.";"Busca
Given o Sales Director ou Admin Partner
When escrevendo algo no campo de busca
Then o sistema apresenta a listagem com os dados conforme a busca do usuário.";"Limpeza da busca
Given o Sales Director ou Admin Partner
When acionado após ter selecionado alguma opção do filtro
And selecionando limpar filtro
Then o sistema limpa a seleção que o usuário havia feito.";;"Você é um analista de teste, responsável pela criação de testes unitários, com base na história de usuário 

""COMO usuário com permissionamento a lista de usuários
QUERO poder utilizar filtros na lista
PARA realizar busca de forma mais objetiva.""

e nos critérios de aceites

""
Critério 1
Given o Sales Director ou Admin Partner <admin>
When escrevendo algo no campo de busca <msg>
Then o sistema apresenta a listagem com os dados conforme a busca do usuário.

Critério 2
Given o Sales Director ou Admin Partner <admin>
When acionado após ter selecionado alguma opção do filtro <filtro>
And selecionando limpar filtro
Then o sistema limpa a seleção que o usuário havia feito.

Examples:
|admin|msg|filtro|
|salesdirector|texto|semfiltro|
|admin|alfanumerico|porano|

""
baseados no gherking, crie os testes unitários, implemente os testes com os asserts e a com a lógica de teste pensando em test first, para a linguagem de programação python baseados no framework Pytest-bdd e explique como usar o código"""
US19;"COMO Dono da oportunidade
QUERO realizar solicitações no sistema
PARA ganhar desconto.";"Solicitação
Given Dono da oportunidade
When acessando a oportunidade após estar aprovada
And selecionando o produto que seja o desconto
And justificando o motivo da solicitação
Then o sistema irá enviar a notificação ao Sales director e deixará a solicitação com status de aguardando analise.";"Aprovando a solicitação
Given Sales Director
When recebendo a notificação da solicitação por e-mail
And acessando a oportunidade
And aprovando a solicitação
And adicionando o valor que desejo dar o desconto e salvando a informação
Then o sistema aplica o desconto extra por produto.";"Reprovando a solicitação
Given Sales Director
When acessando a oportunidade
And clicando em reprovar a solicitação e justificando o motivo
Then o sistema irá apresentar uma notificação dentro da oportunidade, com o motivo da reprovação e o status da solicitação.";"Você é um analista de teste, responsável pela criação de testes unitários, com base na história de usuário 

""COMO Dono da oportunidade
QUERO realizar solicitações no sistema
PARA ganhar desconto.""

e nos critérios de aceites

""
Critério 1
Given Dono da oportunidade <admin>
When acessando a oportunidade após estar aprovada
And selecionando o produto que seja o desconto <produto>
And justificando o motivo da solicitação
Then o sistema irá enviar a notificação ao Sales director e deixará a solicitação com status de aguardando analise.

Critério 2
Given Sales Director <admin>
When recebendo a notificação da solicitação por e-mail
And acessando a oportunidade
And aprovando a solicitação
And adicionando o valor que desejo dar o desconto e salvando a informação <valor>
Then o sistema aplica o desconto extra por produto.

Critério 3

""Reprovando a solicitação
Given Sales Director <admin>
When acessando a oportunidade
And clicando em reprovar a solicitação e justificando o motivo <motivo>
Then o sistema irá apresentar uma notificação dentro da oportunidade, com o motivo da reprovação e o status da solicitação.

Examples:
|admin|produto|valor|motivo|
|salesdirector|bolsa|desconto|texto|
|admin|gloss|desconto|semestoque|
|admin|lipbalm|desconto|texto|

""
baseados no gherking, crie os testes unitários, implemente os testes com os asserts e a com a lógica de teste pensando em test first, para a linguagem de programação python baseados no framework Pytest-bdd e explique como usar o código"""
US20;"COMO Sales Director
QUERO poder aprovar e reprovar uma oportunidade
PARA qualificar as melhores oportunidades e negociações.";"Analisando a oportunidade
Given o Sales Director
When clicando em oportunidades no menu
And selecionando uma oportunidade com o status ""In Analysis"" da lista
And analisar as informações cadastradas pelo dono da oportunidade
Then o sistema deve disponibilizar a opção para aprovar ou reprovar a oportunidade";"Aprovar oportunidade
Given o Sales Director
When selecionando uma oportunidade com o status ""In Analysis"" da lista
And visualizando todas as informações
And clicando em aprovar
Then o sistema deve alterar o status da oportunidade para ""Approved"" e encaminhar um e-mail de sucesso para o dono da oportunidade.";;"Você é um analista de teste, responsável pela criação de testes unitários, com base na história de usuário 

""COMO Sales Director
QUERO poder aprovar e reprovar uma oportunidade
PARA qualificar as melhores oportunidades e negociações.""

e nos critérios de aceites

""
Critério 1
Given o Sales Director <admin>
When clicando em oportunidades no menu <opção>
And selecionando uma oportunidade com o status """"In Analysis"""" da lista
And analisar as informações cadastradas pelo dono da oportunidade
Then o sistema deve disponibilizar a opção para aprovar ou reprovar a oportunidade

Critério 2
Given o Sales Director <admin>
When selecionando uma oportunidade com o status """"In Analysis"""" da lista
And visualizando todas as informações
And clicando em aprovar <oplçao>
Then o sistema deve alterar o status da oportunidade para """"Approved"""" e encaminhar um e-mail de sucesso para o dono da oportunidade.

Examples:
|admin|opção|
|salesdirector|oportunidade|
|salesdirector|aprovado|

""
baseados no gherking, crie os testes unitários, implemente os testes com os asserts e a com a lógica de teste pensando em test first, para a linguagem de programação python baseados no framework Pytest-bdd e explique como usar o código"""
US21;"COMO usuário do sistema e dono da oportunidade
Quero salvar uma oportunidade como draft
PARA administrar as informações conforme a necessidade.";"Salvar a oportunidade como Draft
Given o dono da oportunidade
When clicando em Save Draft
Then o sistema deve salvar a oportunidade como rascunho.";"Aba Draft
Given o dono da oportunidade
When clicando em oportunidades
And selecionando a aba Draft
Then o sistema deve apresentar todos as oportunidades que foram salvas como rascunho.";"Ações da listagem de Draft
Given o dono da oportunidade
When clicando em oportunidades
And selecionando a aba Draft
Then o sistema deve disponibilizar a ação de continuar e deletar.";"Você é um analista de teste, responsável pela criação de testes unitários, com base na história de usuário 

""COMO usuário do sistema e dono da oportunidade
Quero salvar uma oportunidade como draft
PARA administrar as informações conforme a necessidade.""

e nos critérios de aceites

""
Critério 1
Given o dono da oportunidade <admin>
When clicando em Save Draft <ação>
Then o sistema deve salvar a oportunidade como rascunho.

Critério 2
Given o dono da oportunidade <admin>
When clicando em oportunidades <ação>
And selecionando a aba Draft <menu>
Then o sistema deve apresentar todos as oportunidades que foram salvas como rascunho.

Critério 3
Given o dono da oportunidade <admin>
When clicando em oportunidades
And selecionando a aba Draft <menu>
Then o sistema deve disponibilizar a ação de continuar e deletar.

Examples:
|admin|ação|menu|
|admin|salvar|abadraft|
|admin|clicar|aba|

""
baseados no gherking, crie os testes unitários, implemente os testes com os asserts e a com a lógica de teste pensando em test first, para a linguagem de programação python baseados no framework Pytest-bdd e explique como usar o código"""
US22;"COMO dono da oportunidade
QUERO ter um resumo da oportunidade
PARA validação de valores e uma possível proposta.";"Acessando o resumo da oportunidade
Given o dono da oportunidade
When clicando em oportunidades no menu
And selecionando uma oportunidade da lista
And avançando as etapas da oportunidade e estimativa, realizando o preenchimento dos campos
Then o sistema deve apresentar a interface de resumo da oportunidade.";"Dados da oportunidade
Given o dono da oportunidade
When selecionando uma oportunidade
And avançando até a parte do resumo (Overview)
Then o deve ser apresentado dados sobre a oportunidade, responsavel, detalhes do produto, valores e comentários.";;"Você é um analista de teste, responsável pela criação de testes unitários, com base na história de usuário 

""COMO dono da oportunidade
QUERO ter um resumo da oportunidade
PARA validação de valores e uma possível proposta.""

e nos critérios de aceites

""
Critério 1
Given o dono da oportunidade <admin>
When clicando em oportunidades no menu <menu>
And selecionando uma oportunidade da lista
And avançando as etapas da oportunidade e estimativa, realizando o preenchimento dos campos <texto>
Then o sistema deve apresentar a interface de resumo da oportunidade.

Critério 2
Given o dono da oportunidade <admin>
When selecionando uma oportunidade <menu>
And avançando até a parte do resumo (Overview)
Then o deve ser apresentado dados sobre a oportunidade, responsavel, detalhes do produto, valores e comentários.

Examples:
|admin|menu|texto|
|donodaoportunidade|oportunidade1|dadospessoais|
|donodaoportunidade|oportunidade2|dadosdoproduto|

""
baseados no gherking, crie os testes unitários, implemente os testes com os asserts e a com a lógica de teste pensando em test first, para a linguagem de programação python baseados no framework Pytest-bdd e explique como usar o código"""
US23;"COMO Dono da oportunidade
QUERO enviar a oportunidade para análise de aprovação
PARA que seja validado se a oportunidade receberá ou não descontos.";"Enviar a oportunidade para aprovação
Given o dono da oportunidade
When clicando em oportunidades no menu
And selecionando uma oportunidade da lista
And avançando as etapas da oportunidade e estimativa, realizando o preenchimento dos campos
And acessando o resumo da oportunidade
Then o sistema deve possibilitar o usuário de enviar a oportunidade para aprovação";"E-mail de notificação
Given o dono da oportunidade
And clicou na opção de enviar a oportunidade para aprovação
Then deve ser enviado um e-mail para o Sales Director, informando que há um nova oportunidade registrada aguardando aprovação. ";"Ação do e-mail
Given o Sales Director
When acessou o e-mail de notificação de nova oportunidade registrada aguardando aprovação
And clicou no link do e-mail
Then o Sales director acessará o sistema";"Você é um analista de teste, responsável pela criação de testes unitários, com base na história de usuário 

""COMO Dono da oportunidade
QUERO enviar a oportunidade para análise de aprovação
PARA que seja validado se a oportunidade receberá ou não descontos.""

e nos critérios de aceites

""
Critério 1
Given o dono da oportunidade <admin>
When clicando em oportunidades no menu <opção>
And selecionando uma oportunidade da lista
And avançando as etapas da oportunidade e estimativa, realizando o preenchimento dos campos
And acessando o resumo da oportunidade
Then o sistema deve possibilitar o usuário de enviar a oportunidade para aprovação

Critério 2
Given o dono da oportunidade <admin>
And clicou na opção de enviar a oportunidade para aprovação <opção>
Then deve ser enviado um e-mail para o Sales Director, informando que há um nova oportunidade registrada aguardando aprovação.

Critério 3
Given o Sales Director <admin>
When acessou o e-mail de notificação de nova oportunidade registrada aguardando aprovação
And clicou no link do e-mail
Then o Sales director acessará o sistema.

Examples:
|admin|opção|
|donodaoportunidade|menu|
|donodaoportunidade|oportunidades|
|saledirector|novaoportunidade|

""
baseados no gherking, crie os testes unitários, implemente os testes com os asserts e a com a lógica de teste pensando em test first, para a linguagem de programação python baseados no framework Pytest-bdd e explique como usar o código"""
US24;"COMO Gerencia do Sistema
QUERO visualizar informações das oportunidades
PARA uma melhor tomada de decisão.";"Visualização da oportunidade
Given o dono da oportunidade
When clicando em oportunidades no menu
And selecionando uma oportunidade da lista
Then o sistema deve apresentar todas as informações cadastradas na oportunidade";"Dados da oportunidade
Given o dono da oportunidade
When clicando em oportunidades para visualizar a oportunidade
Then o sistema deve apresentar dados do cliente, da oportunidade, da estimativa e os valores.";"Dados da oportunidade - Visualização do Sales Director
Given o Sales Director
When clicando em oportunidades para visualizar a oportunidade
Then o sistema deve apresentar dados do canal, dados do cliente, da oportunidade, da estimativa e os valores. ";"Você é um analista de teste, responsável pela criação de testes unitários, com base na história de usuário 

""COMO usuário de gerencia do Sistema
QUERO uma listagem dos canais
PARA que seja possível visualizar e gerenciar os canais que já foram cadastrados no sistema.""

e nos critérios de aceites

""

Critério 1
Given o dono da oportunidade
When clicando em oportunidades no menu
And selecionando uma oportunidade da lista
Then o sistema deve apresentar todas as informações cadastradas na oportunidade

Critério 2
Given o dono da oportunidade
When clicando em oportunidades para visualizar a oportunidade
Then o sistema deve apresentar dados do cliente, da oportunidade, da estimativa e os valores.

Critério 3
Given o Sales Director
When clicando em oportunidades para visualizar a oportunidade
Then o sistema deve apresentar dados do canal, dados do cliente, da oportunidade, da estimativa e os valores.

""

baseados no gherking, crie os testes unitários, implemente os testes com os asserts e a com a lógica de teste pensando em test first, para a linguagem de programação python baseados no framework Pytest-bdd e explique como usar o código"
US25;"COMO Gerente de canais
QUERO Acompanhar as oportunidades do sistema
PARA Garantir que evite conflito entre canais.";"Menu e Listagem
Given que o Sales Director
When acionado o menu oportunidade
Then o sistema apresenta a tela com listagem de oportunidades cadastradas.";"Visualização de detalhes
Given que o sistema apresente listagem
When acionado mais detalhes
Then o sistema apresenta a tela com todos os dados adicionados pelo usuário.";;"Você é um analista de teste, responsável pela criação de testes unitários, com base na história de usuário 

""COMO Gerente de canais
QUERO Acompanhar as oportunidades do sistema
PARA Garantir que evite conflito entre canais.""

e nos critérios de aceites

""
Critério 1
Given que o Sales Director
When acionado o menu oportunidade
Then o sistema apresenta a tela com listagem de oportunidades cadastradas.

Critério 2
Given que o sistema apresente listagem
When acionado mais detalhes
Then o sistema apresenta a tela com todos os dados adicionados pelo usuário.

""

baseados no gherking, crie os testes unitários, implemente os testes com os asserts e a com a lógica de teste pensando em test first, para a linguagem de programação python baseados no framework Pytest-bdd e explique como usar o código"
US26;"COMO Agente de Pré-Vendas de canal parceiro
QUERO Cadastrar oportunidades no sistema
PARA Evitar conflito com outros canais, acompanhar/gerenciar o processo de venda. ";"Menu e Listagem
Given que o usuário do canal
When acionado o menu oportunidade
Then o sistema apresenta a tela com listagem de oportunidades cadastradas.";"Cadastro de novos oportunidades
Given que disponibilizado listagem
When acionado cadastrar nova oportunidade
Then o sistema apresenta a tela com campos para o usuário preencher.";"Listagem de oportunidades
Given que o sistema apresente a listagem
When acionado mais detalhes
Then o sistema apresenta a tela com todos os dados adicionados pelo usuário do canal.";"Você é um analista de teste, responsável pela criação de testes unitários, com base na história de usuário 

""COMO Agente de Pré-Vendas de canal parceiro
QUERO Cadastrar oportunidades no sistema
PARA Evitar conflito com outros canais, acompanhar/gerenciar o processo de venda. ""

e nos critérios de aceites

""
Critério 1
Given que o usuário do canal
When acionado o menu oportunidade
Then o sistema apresenta a tela com listagem de oportunidades cadastradas.

Critério 2
Given que disponibilizado listagem
When acionado cadastrar nova oportunidade
Then o sistema apresenta a tela com campos para o usuário preencher.

Critério 3
Given que o sistema apresente a listagem
When acionado mais detalhes
Then o sistema apresenta a tela com todos os dados adicionados pelo usuário do canal.

""

baseados no gherking, crie os testes unitários, implemente os testes com os asserts e a com a lógica de teste pensando em test first, para a linguagem de programação python baseados no framework Pytest-bdd e explique como usar o código"
US27;"COMO usuário dono da oportunidade
QUERO realizar a estimativa dos produtos
PARA validar os valores dar fluxo no processo.";"Criando uma estimativa
Given dono da oportunidade
When criando uma oportunidade
Then consigo criar uma estimativa dos produtos selecionados.";"Selecionando o pagamento
Given dono da oportunidade
When criando uma oportunidade
And ao realizar a estimativa
Then consigo realizar a definição do pagamento.";;"Você é um analista de teste, responsável pela criação de testes unitários, com base na história de usuário 

""COMO usuário dono da oportunidade
QUERO realizar a estimativa dos produtos
PARA validar os valores dar fluxo no processo.""

e nos critérios de aceites

""
Critério 1
Given dono da oportunidade
When criando uma oportunidade
Then consigo criar uma estimativa dos produtos selecionados.

Critério 2
Given dono da oportunidade
When criando uma oportunidade
And ao realizar a estimativa
Then consigo realizar a definição do pagamento.

""

baseados no gherking, crie os testes unitários, implemente os testes com os asserts e a com a lógica de teste pensando em test first, para a linguagem de programação python baseados no framework Pytest-bdd e explique como usar o código"
US28;"COMO usuário de gerenciamento da oportunidade
QUERO acessar a oportunidade e excluir algo que foi selecionado
PARA ajustar as informações caso necessário.";"Editando um item da estimativa
Given usuário com permissionamento ao cadastro da oportunidade
When abrindo a oportunidade
And acessando a estimativa
And selecionando a opção de editar
Then o sistema habilita os campos do item selecionado, para serem alterados.";"Salvando a alteração
Given usuário com permissionamento ao cadastro da oportunidade
When editando um item da estimativa
And selecionando a opção para salvar as alterações
Then o sistema gera alerta de sucesso.";"Deletando um item cadastrado na estimativa
Given usuário com permissionamento ao cadastro da oportunidade
When selecionando a opção deletar
Then o sistema remove o item.";"Você é um analista de teste, responsável pela criação de testes unitários, com base na história de usuário 

""COMO usuário de gerenciamento da oportunidade
QUERO acessar a oportunidade e excluir algo que foi selecionado
PARA ajustar as informações caso necessário.""

e nos critérios de aceites

""
Critério 1
Given usuário com permissionamento ao cadastro da oportunidade
When abrindo a oportunidade
And acessando a estimativa
And selecionando a opção de editar
Then o sistema habilita os campos do item selecionado, para serem alterados.

Critério 2
Given usuário com permissionamento ao cadastro da oportunidade
When editando um item da estimativa
And selecionando a opção para salvar as alterações
Then o sistema gera alerta de sucesso.

Critério 3
Given usuário com permissionamento ao cadastro da oportunidade
When selecionando a opção deletar
Then o sistema remove o item.

""

baseados no gherking, crie os testes unitários, implemente os testes com os asserts e a com a lógica de teste pensando em test first, para a linguagem de programação python baseados no framework Pytest-bdd e explique como usar o código"
US29;"COMO Usuário do sistema
QUERO ser capaz acompanhar a quantidade de alertas por dia e mês
PARA ter melhor visão sobre como anda a segurança e o período de maior problema";"Acompanhar os alertas por dia
Given que eu esteja logado
When eu abrir o dashboard
Then vou visualizar um gráfico número de alertas por dia do mês";"Acompanhar os alertas por Mês
Given que eu esteja logado
When eu abrir o dashboard
Then vou visualizar um gráfico número de alertas por mês do ano";;"Você é um analista de teste, responsável pela criação de testes unitários, com base na história de usuário 

""COMO Usuário do sistema
QUERO ser capaz acompanhar a quantidade de alertas por dia e mês
PARA ter melhor visão sobre como anda a segurança e o período de maior problema""

e nos critérios de aceites

""
Critério 1
Given que eu esteja logado
When eu abrir o dashboard
Then vou visualizar um gráfico número de alertas por dia do mês

Critério 2
Given que eu esteja logado
When eu abrir o dashboard
Then vou visualizar um gráfico número de alertas por mês do ano

""

baseados no gherking, crie os testes unitários, implemente os testes com os asserts e a com a lógica de teste pensando em test first, para a linguagem de programação python baseados no framework Pytest-bdd e explique como usar o código"
US30;"COMO analista de redes
QUERO acessar o dashboard do NDR
PARA análisar dados relacionados ao fluxo de redes";"Análisar origem e destino dos pacotes
Given que eu esteja na tela do dashboard do NDR
When tiver dados relacionados a fluxo de redes
Then consigo saber a origem e a destino dos pacotes em um mapa do mundo";"Acompanhar alertas
Given eu esteja na tela do dashboard do NDR
When ocorrer um alerta
Then consigo verificar os alertas para identificar as ocorrencias na rede";;"Você é um analista de teste, responsável pela criação de testes unitários, com base na história de usuário 

""COMO analista de redes
QUERO acessar o dashboard do NDR
PARA análisar dados relacionados ao fluxo de redes""

e nos critérios de aceites

""
Critério 1
Given que eu esteja na tela do dashboard do NDR
When tiver dados relacionados a fluxo de redes
Then consigo saber a origem e a destino dos pacotes em um mapa do mundo

Critério 2
Given eu esteja na tela do dashboard do NDR
When ocorrer um alerta
Then consigo verificar os alertas para identificar as ocorrencias na rede

""

baseados no gherking, crie os testes unitários, implemente os testes com os asserts e a com a lógica de teste pensando em test first, para a linguagem de programação python baseados no framework Pytest-bdd e explique como usar o código"
